01,110700,22
01,110701,16
01,110702,18
01,110703,14
01,110704,9
01,110705,19
01,110706,20
01,110707,225
01,110708,331
01,110709,363
01,110710,360
01,110711,501
01,110712,401
01,110713,429
01,110714,265
01,110715,230
01,110716,318
01,110717,483
01,110718,286
01,110719,315
01,110720,162
01,110721,205
01,110722,161
01,110723,49
01,111400,22
01,111401,16
01,111402,18
01,111403,14
01,111404,9
01,111405,19
01,111406,20
01,111407,225
01,111408,331
01,111409,363
01,111410,360
01,111411,501
01,111412,401
01,111413,429
01,111414,265
01,111415,230
01,111416,318
01,111417,483
01,111418,286
01,111419,315
01,111420,162
01,111421,205
01,111422,161
01,111423,49
01,112100,22
01,112101,16
01,112102,18
01,112103,14
01,112104,9
01,112105,19
01,112106,20
01,112107,225
01,112108,331
01,112109,363
01,112110,360
01,112111,501
01,112112,401
01,112113,429
01,112114,265
01,112115,230
01,112116,318
01,112117,483
01,112118,286
01,112119,315
01,112120,162
01,112121,205
01,112122,161
01,112123,49
01,112800,22
01,112801,16
01,112802,18
01,112803,14
01,112804,9
01,112805,19
01,112806,20
01,112807,225
01,112808,331
01,112809,363
01,112810,360
01,112811,501
01,112812,401
01,112813,429
01,112814,265
01,112815,230
01,112816,318
01,112817,483
01,112818,286
01,112819,315
01,112820,162
01,112821,205
01,112822,161
01,112823,49
01,110100,5
01,110101,5
01,110102,8
01,110103,4
01,110104,2
01,110105,11
01,110106,19
01,110107,177
01,110108,184
01,110109,276
01,110110,266
01,110111,384
01,110112,398
01,110113,374
01,110114,191
01,110115,230
01,110116,354
01,110117,261
01,110118,316
01,110119,295
01,110120,184
01,110121,214
01,110122,150
01,110123,32
01,110800,5
01,110801,5
01,110802,8
01,110803,4
01,110804,2
01,110805,11
01,110806,19
01,110807,177
01,110808,184
01,110809,276
01,110810,266
01,110811,384
01,110812,398
01,110813,374
01,110814,191
01,110815,230
01,110816,354
01,110817,261
01,110818,316
01,110819,295
01,110820,184
01,110821,214
01,110822,150
01,110823,32
01,111500,5
01,111501,5
01,111502,8
01,111503,4
01,111504,2
01,111505,11
01,111506,19
01,111507,177
01,111508,184
01,111509,276
01,111510,266
01,111511,384
01,111512,398
01,111513,374
01,111514,191
01,111515,230
01,111516,354
01,111517,261
01,111518,316
01,111519,295
01,111520,184
01,111521,214
01,111522,150
01,111523,32
01,112200,5
01,112201,5
01,112202,8
01,112203,4
01,112204,2
01,112205,11
01,112206,19
01,112207,177
01,112208,184
01,112209,276
01,112210,266
01,112211,384
01,112212,398
01,112213,374
01,112214,191
01,112215,230
01,112216,354
01,112217,261
01,112218,316
01,112219,295
01,112220,184
01,112221,214
01,112222,150
01,112223,32
01,112900,5
01,112901,5
01,112902,8
01,112903,4
01,112904,2
01,112905,11
01,112906,19
01,112907,177
01,112908,184
01,112909,276
01,112910,266
01,112911,384
01,112912,398
01,112913,374
01,112914,191
01,112915,230
01,112916,354
01,112917,261
01,112918,316
01,112919,295
01,112920,184
01,112921,214
01,112922,150
01,112923,32
01,110200,9
01,110201,8
01,110202,5
01,110203,8
01,110204,5
01,110205,16
01,110206,20
01,110207,233
01,110208,277
01,110209,407
01,110210,274
01,110211,449
01,110212,521
01,110213,546
01,110214,296
01,110215,484
01,110216,394
01,110217,658
01,110218,497
01,110219,257
01,110220,265
01,110221,358
01,110222,199
01,110223,31
01,110900,9
01,110901,8
01,110902,5
01,110903,8
01,110904,5
01,110905,16
01,110906,20
01,110907,233
01,110908,277
01,110909,407
01,110910,274
01,110911,449
01,110912,521
01,110913,546
01,110914,296
01,110915,484
01,110916,394
01,110917,658
01,110918,497
01,110919,257
01,110920,265
01,110921,358
01,110922,199
01,110923,31
01,111600,9
01,111601,8
01,111602,5
01,111603,8
01,111604,5
01,111605,16
01,111606,20
01,111607,233
01,111608,277
01,111609,407
01,111610,274
01,111611,449
01,111612,521
01,111613,546
01,111614,296
01,111615,484
01,111616,394
01,111617,658
01,111618,497
01,111619,257
01,111620,265
01,111621,358
01,111622,199
01,111623,31
01,112300,9
01,112301,8
01,112302,5
01,112303,8
01,112304,5
01,112305,16
01,112306,20
01,112307,233
01,112308,277
01,112309,407
01,112310,274
01,112311,449
01,112312,521
01,112313,546
01,112314,296
01,112315,484
01,112316,394
01,112317,658
01,112318,497
01,112319,257
01,112320,265
01,112321,358
01,112322,199
01,112323,31
01,113000,9
01,113001,8
01,113002,5
01,113003,8
01,113004,5
01,113005,16
01,113006,20
01,113007,233
01,113008,277
01,113009,407
01,113010,274
01,113011,449
01,113012,521
01,113013,546
01,113014,296
01,113015,484
01,113016,394
01,113017,658
01,113018,497
01,113019,257
01,113020,265
01,113021,358
01,113022,199
01,113023,31
01,110300,3
01,110301,3
01,110302,3
01,110303,2
01,110304,2
01,110305,7
01,110306,20
01,110307,301
01,110308,339
01,110309,336
01,110310,308
01,110311,586
01,110312,626
01,110313,626
01,110314,290
01,110315,471
01,110316,404
01,110317,824
01,110318,596
01,110319,300
01,110320,279
01,110321,409
01,110322,275
01,110323,84
01,111000,3
01,111001,3
01,111002,3
01,111003,2
01,111004,2
01,111005,7
01,111006,20
01,111007,301
01,111008,339
01,111009,336
01,111010,308
01,111011,586
01,111012,626
01,111013,626
01,111014,290
01,111015,471
01,111016,404
01,111017,824
01,111018,596
01,111019,300
01,111020,279
01,111021,409
01,111022,275
01,111023,84
01,111700,3
01,111701,3
01,111702,3
01,111703,2
01,111704,2
01,111705,7
01,111706,20
01,111707,301
01,111708,339
01,111709,336
01,111710,308
01,111711,586
01,111712,626
01,111713,626
01,111714,290
01,111715,471
01,111716,404
01,111717,824
01,111718,596
01,111719,300
01,111720,279
01,111721,409
01,111722,275
01,111723,84
01,112400,3
01,112401,3
01,112402,3
01,112403,2
01,112404,2
01,112405,7
01,112406,20
01,112407,301
01,112408,339
01,112409,336
01,112410,308
01,112411,586
01,112412,626
01,112413,626
01,112414,290
01,112415,471
01,112416,404
01,112417,824
01,112418,596
01,112419,300
01,112420,279
01,112421,409
01,112422,275
01,112423,84
01,110400,7
01,110401,2
01,110402,3
01,110403,2
01,110404,3
01,110405,4
01,110406,17
01,110407,300
01,110408,372
01,110409,408
01,110410,411
01,110411,605
01,110412,615
01,110413,741
01,110414,348
01,110415,469
01,110416,475
01,110417,671
01,110418,639
01,110419,276
01,110420,348
01,110421,384
01,110422,249
01,110423,62
01,111100,7
01,111101,2
01,111102,3
01,111103,2
01,111104,3
01,111105,4
01,111106,17
01,111107,300
01,111108,372
01,111109,408
01,111110,411
01,111111,605
01,111112,615
01,111113,741
01,111114,348
01,111115,469
01,111116,475
01,111117,671
01,111118,639
01,111119,276
01,111120,348
01,111121,384
01,111122,249
01,111123,62
01,111800,7
01,111801,2
01,111802,3
01,111803,2
01,111804,3
01,111805,4
01,111806,17
01,111807,300
01,111808,372
01,111809,408
01,111810,411
01,111811,605
01,111812,615
01,111813,741
01,111814,348
01,111815,469
01,111816,475
01,111817,671
01,111818,639
01,111819,276
01,111820,348
01,111821,384
01,111822,249
01,111823,62
01,112500,7
01,112501,2
01,112502,3
01,112503,2
01,112504,3
01,112505,4
01,112506,17
01,112507,300
01,112508,372
01,112509,408
01,112510,411
01,112511,605
01,112512,615
01,112513,741
01,112514,348
01,112515,469
01,112516,475
01,112517,671
01,112518,639
01,112519,276
01,112520,348
01,112521,384
01,112522,249
01,112523,62
01,110500,8
01,110501,4
01,110502,4
01,110503,4
01,110504,4
01,110505,7
01,110506,21
01,110507,322
01,110508,367
01,110509,403
01,110510,378
01,110511,599
01,110512,574
01,110513,558
01,110514,325
01,110515,441
01,110516,287
01,110517,723
01,110518,621
01,110519,363
01,110520,393
01,110521,341
01,110522,257
01,110523,72
01,111200,8
01,111201,4
01,111202,4
01,111203,4
01,111204,4
01,111205,7
01,111206,21
01,111207,322
01,111208,367
01,111209,403
01,111210,378
01,111211,599
01,111212,574
01,111213,558
01,111214,325
01,111215,441
01,111216,287
01,111217,723
01,111218,621
01,111219,363
01,111220,393
01,111221,341
01,111222,257
01,111223,72
01,111900,8
01,111901,4
01,111902,4
01,111903,4
01,111904,4
01,111905,7
01,111906,21
01,111907,322
01,111908,367
01,111909,403
01,111910,378
01,111911,599
01,111912,574
01,111913,558
01,111914,325
01,111915,441
01,111916,287
01,111917,723
01,111918,621
01,111919,363
01,111920,393
01,111921,341
01,111922,257
01,111923,72
01,112600,8
01,112601,4
01,112602,4
01,112603,4
01,112604,4
01,112605,7
01,112606,21
01,112607,322
01,112608,367
01,112609,403
01,112610,378
01,112611,599
01,112612,574
01,112613,558
01,112614,325
01,112615,441
01,112616,287
01,112617,723
01,112618,621
01,112619,363
01,112620,393
01,112621,341
01,112622,257
01,112623,72
01,110600,8
01,110601,6
01,110602,4
01,110603,3
01,110604,3
01,110605,5
01,110606,16
01,110607,273
01,110608,339
01,110609,464
01,110610,410
01,110611,692
01,110612,549
01,110613,562
01,110614,289
01,110615,540
01,110616,448
01,110617,701
01,110618,564
01,110619,274
01,110620,293
01,110621,342
01,110622,220
01,110623,52
01,111300,8
01,111301,6
01,111302,4
01,111303,3
01,111304,3
01,111305,5
01,111306,16
01,111307,273
01,111308,339
01,111309,464
01,111310,410
01,111311,692
01,111312,549
01,111313,562
01,111314,289
01,111315,540
01,111316,448
01,111317,701
01,111318,564
01,111319,274
01,111320,293
01,111321,342
01,111322,220
01,111323,52
01,112000,8
01,112001,6
01,112002,4
01,112003,3
01,112004,3
01,112005,5
01,112006,16
01,112007,273
01,112008,339
01,112009,464
01,112010,410
01,112011,692
01,112012,549
01,112013,562
01,112014,289
01,112015,540
01,112016,448
01,112017,701
01,112018,564
01,112019,274
01,112020,293
01,112021,342
01,112022,220
01,112023,52
01,112700,8
01,112701,6
01,112702,4
01,112703,3
01,112704,3
01,112705,5
01,112706,16
01,112707,273
01,112708,339
01,112709,464
01,112710,410
01,112711,692
01,112712,549
01,112713,562
01,112714,289
01,112715,540
01,112716,448
01,112717,701
01,112718,564
01,112719,274
01,112720,293
01,112721,342
01,112722,220
01,112723,52
02,110700,155
02,110701,102
02,110702,100
02,110703,92
02,110704,75
02,110705,74
02,110706,98
02,110707,143
02,110708,223
02,110709,230
02,110710,194
02,110711,286
02,110712,375
02,110713,242
02,110714,151
02,110715,156
02,110716,167
02,110717,229
02,110718,271
02,110719,208
02,110720,173
02,110721,168
02,110722,204
02,110723,191
02,111400,155
02,111401,102
02,111402,100
02,111403,92
02,111404,75
02,111405,74
02,111406,98
02,111407,143
02,111408,223
02,111409,230
02,111410,194
02,111411,286
02,111412,375
02,111413,242
02,111414,151
02,111415,156
02,111416,167
02,111417,229
02,111418,271
02,111419,208
02,111420,173
02,111421,168
02,111422,204
02,111423,191
02,112100,155
02,112101,102
02,112102,100
02,112103,92
02,112104,75
02,112105,74
02,112106,98
02,112107,143
02,112108,223
02,112109,230
02,112110,194
02,112111,286
02,112112,375
02,112113,242
02,112114,151
02,112115,156
02,112116,167
02,112117,229
02,112118,271
02,112119,208
02,112120,173
02,112121,168
02,112122,204
02,112123,191
02,112800,155
02,112801,102
02,112802,100
02,112803,92
02,112804,75
02,112805,74
02,112806,98
02,112807,143
02,112808,223
02,112809,230
02,112810,194
02,112811,286
02,112812,375
02,112813,242
02,112814,151
02,112815,156
02,112816,167
02,112817,229
02,112818,271
02,112819,208
02,112820,173
02,112821,168
02,112822,204
02,112823,191
02,110100,111
02,110101,111
02,110102,65
02,110103,61
02,110104,50
02,110105,58
02,110106,65
02,110107,103
02,110108,114
02,110109,169
02,110110,166
02,110111,277
02,110112,326
02,110113,264
02,110114,230
02,110115,156
02,110116,178
02,110117,266
02,110118,271
02,110119,209
02,110120,171
02,110121,204
02,110122,218
02,110123,206
02,110800,111
02,110801,111
02,110802,65
02,110803,61
02,110804,50
02,110805,58
02,110806,65
02,110807,103
02,110808,114
02,110809,169
02,110810,166
02,110811,277
02,110812,326
02,110813,264
02,110814,230
02,110815,156
02,110816,178
02,110817,266
02,110818,271
02,110819,209
02,110820,171
02,110821,204
02,110822,218
02,110823,206
02,111500,111
02,111501,111
02,111502,65
02,111503,61
02,111504,50
02,111505,58
02,111506,65
02,111507,103
02,111508,114
02,111509,169
02,111510,166
02,111511,277
02,111512,326
02,111513,264
02,111514,230
02,111515,156
02,111516,178
02,111517,266
02,111518,271
02,111519,209
02,111520,171
02,111521,204
02,111522,218
02,111523,206
02,112200,111
02,112201,111
02,112202,65
02,112203,61
02,112204,50
02,112205,58
02,112206,65
02,112207,103
02,112208,114
02,112209,169
02,112210,166
02,112211,277
02,112212,326
02,112213,264
02,112214,230
02,112215,156
02,112216,178
02,112217,266
02,112218,271
02,112219,209
02,112220,171
02,112221,204
02,112222,218
02,112223,206
02,112900,111
02,112901,111
02,112902,65
02,112903,61
02,112904,50
02,112905,58
02,112906,65
02,112907,103
02,112908,114
02,112909,169
02,112910,166
02,112911,277
02,112912,326
02,112913,264
02,112914,230
02,112915,156
02,112916,178
02,112917,266
02,112918,271
02,112919,209
02,112920,171
02,112921,204
02,112922,218
02,112923,206
02,110200,95
02,110201,150
02,110202,108
02,110203,92
02,110204,83
02,110205,85
02,110206,84
02,110207,134
02,110208,291
02,110209,269
02,110210,175
02,110211,263
02,110212,445
02,110213,272
02,110214,244
02,110215,192
02,110216,172
02,110217,271
02,110218,359
02,110219,206
02,110220,212
02,110221,184
02,110222,279
02,110223,239
02,110900,95
02,110901,150
02,110902,108
02,110903,92
02,110904,83
02,110905,85
02,110906,84
02,110907,134
02,110908,291
02,110909,269
02,110910,175
02,110911,263
02,110912,445
02,110913,272
02,110914,244
02,110915,192
02,110916,172
02,110917,271
02,110918,359
02,110919,206
02,110920,212
02,110921,184
02,110922,279
02,110923,239
02,111600,95
02,111601,150
02,111602,108
02,111603,92
02,111604,83
02,111605,85
02,111606,84
02,111607,134
02,111608,291
02,111609,269
02,111610,175
02,111611,263
02,111612,445
02,111613,272
02,111614,244
02,111615,192
02,111616,172
02,111617,271
02,111618,359
02,111619,206
02,111620,212
02,111621,184
02,111622,279
02,111623,239
02,112300,95
02,112301,150
02,112302,108
02,112303,92
02,112304,83
02,112305,85
02,112306,84
02,112307,134
02,112308,291
02,112309,269
02,112310,175
02,112311,263
02,112312,445
02,112313,272
02,112314,244
02,112315,192
02,112316,172
02,112317,271
02,112318,359
02,112319,206
02,112320,212
02,112321,184
02,112322,279
02,112323,239
02,113000,95
02,113001,150
02,113002,108
02,113003,92
02,113004,83
02,113005,85
02,113006,84
02,113007,134
02,113008,291
02,113009,269
02,113010,175
02,113011,263
02,113012,445
02,113013,272
02,113014,244
02,113015,192
02,113016,172
02,113017,271
02,113018,359
02,113019,206
02,113020,212
02,113021,184
02,113022,279
02,113023,239
02,110300,131
02,110301,151
02,110302,108
02,110303,109
02,110304,123
02,110305,97
02,110306,94
02,110307,189
02,110308,329
02,110309,251
02,110310,183
02,110311,266
02,110312,407
02,110313,259
02,110314,265
02,110315,230
02,110316,198
02,110317,271
02,110318,304
02,110319,211
02,110320,241
02,110321,285
02,110322,315
02,110323,271
02,111000,131
02,111001,151
02,111002,108
02,111003,109
02,111004,123
02,111005,97
02,111006,94
02,111007,189
02,111008,329
02,111009,251
02,111010,183
02,111011,266
02,111012,407
02,111013,259
02,111014,265
02,111015,230
02,111016,198
02,111017,271
02,111018,304
02,111019,211
02,111020,241
02,111021,285
02,111022,315
02,111023,271
02,111700,131
02,111701,151
02,111702,108
02,111703,109
02,111704,123
02,111705,97
02,111706,94
02,111707,189
02,111708,329
02,111709,251
02,111710,183
02,111711,266
02,111712,407
02,111713,259
02,111714,265
02,111715,230
02,111716,198
02,111717,271
02,111718,304
02,111719,211
02,111720,241
02,111721,285
02,111722,315
02,111723,271
02,112400,131
02,112401,151
02,112402,108
02,112403,109
02,112404,123
02,112405,97
02,112406,94
02,112407,189
02,112408,329
02,112409,251
02,112410,183
02,112411,266
02,112412,407
02,112413,259
02,112414,265
02,112415,230
02,112416,198
02,112417,271
02,112418,304
02,112419,211
02,112420,241
02,112421,285
02,112422,315
02,112423,271
02,110400,137
02,110401,166
02,110402,144
02,110403,112
02,110404,118
02,110405,127
02,110406,119
02,110407,145
02,110408,247
02,110409,226
02,110410,139
02,110411,241
02,110412,364
02,110413,218
02,110414,197
02,110415,156
02,110416,191
02,110417,261
02,110418,341
02,110419,184
02,110420,171
02,110421,201
02,110422,322
02,110423,265
02,111100,137
02,111101,166
02,111102,144
02,111103,112
02,111104,118
02,111105,127
02,111106,119
02,111107,145
02,111108,247
02,111109,226
02,111110,139
02,111111,241
02,111112,364
02,111113,218
02,111114,197
02,111115,156
02,111116,191
02,111117,261
02,111118,341
02,111119,184
02,111120,171
02,111121,201
02,111122,322
02,111123,265
02,111800,137
02,111801,166
02,111802,144
02,111803,112
02,111804,118
02,111805,127
02,111806,119
02,111807,145
02,111808,247
02,111809,226
02,111810,139
02,111811,241
02,111812,364
02,111813,218
02,111814,197
02,111815,156
02,111816,191
02,111817,261
02,111818,341
02,111819,184
02,111820,171
02,111821,201
02,111822,322
02,111823,265
02,112500,137
02,112501,166
02,112502,144
02,112503,112
02,112504,118
02,112505,127
02,112506,119
02,112507,145
02,112508,247
02,112509,226
02,112510,139
02,112511,241
02,112512,364
02,112513,218
02,112514,197
02,112515,156
02,112516,191
02,112517,261
02,112518,341
02,112519,184
02,112520,171
02,112521,201
02,112522,322
02,112523,265
02,110500,129
02,110501,142
02,110502,113
02,110503,122
02,110504,125
02,110505,130
02,110506,100
02,110507,127
02,110508,271
02,110509,234
02,110510,144
02,110511,286
02,110512,397
02,110513,270
02,110514,196
02,110515,189
02,110516,131
02,110517,280
02,110518,305
02,110519,209
02,110520,160
02,110521,188
02,110522,277
02,110523,250
02,111200,129
02,111201,142
02,111202,113
02,111203,122
02,111204,125
02,111205,130
02,111206,100
02,111207,127
02,111208,271
02,111209,234
02,111210,144
02,111211,286
02,111212,397
02,111213,270
02,111214,196
02,111215,189
02,111216,131
02,111217,280
02,111218,305
02,111219,209
02,111220,160
02,111221,188
02,111222,277
02,111223,250
02,111900,129
02,111901,142
02,111902,113
02,111903,122
02,111904,125
02,111905,130
02,111906,100
02,111907,127
02,111908,271
02,111909,234
02,111910,144
02,111911,286
02,111912,397
02,111913,270
02,111914,196
02,111915,189
02,111916,131
02,111917,280
02,111918,305
02,111919,209
02,111920,160
02,111921,188
02,111922,277
02,111923,250
02,112600,129
02,112601,142
02,112602,113
02,112603,122
02,112604,125
02,112605,130
02,112606,100
02,112607,127
02,112608,271
02,112609,234
02,112610,144
02,112611,286
02,112612,397
02,112613,270
02,112614,196
02,112615,189
02,112616,131
02,112617,280
02,112618,305
02,112619,209
02,112620,160
02,112621,188
02,112622,277
02,112623,250
02,110600,117
02,110601,130
02,110602,95
02,110603,91
02,110604,97
02,110605,90
02,110606,89
02,110607,132
02,110608,312
02,110609,254
02,110610,194
02,110611,254
02,110612,454
02,110613,327
02,110614,276
02,110615,256
02,110616,231
02,110617,327
02,110618,359
02,110619,274
02,110620,205
02,110621,200
02,110622,285
02,110623,244
02,111300,117
02,111301,130
02,111302,95
02,111303,91
02,111304,97
02,111305,90
02,111306,89
02,111307,132
02,111308,312
02,111309,254
02,111310,194
02,111311,254
02,111312,454
02,111313,327
02,111314,276
02,111315,256
02,111316,231
02,111317,327
02,111318,359
02,111319,274
02,111320,205
02,111321,200
02,111322,285
02,111323,244
02,112000,117
02,112001,130
02,112002,95
02,112003,91
02,112004,97
02,112005,90
02,112006,89
02,112007,132
02,112008,312
02,112009,254
02,112010,194
02,112011,254
02,112012,454
02,112013,327
02,112014,276
02,112015,256
02,112016,231
02,112017,327
02,112018,359
02,112019,274
02,112020,205
02,112021,200
02,112022,285
02,112023,244
02,112700,117
